SCENARIO,CASE,SubWS,CASE2,TER.AREA,TA,NP,PD,TE,ED,LSI,AREA_AM,PARA_AM,PAFRAC,NDCA,DCAD,CWED,TECI,ECON_AM,CONTAG,CONNECT,COHESION,DIVISION,RPR,SHDI,AI,CA.DEV,PLAND.DEV,NP.DEV,CWED.DEV,TECI.DEV,CA.FOR,PLAND.FOR,NP.FOR,CWED.FOR,TECI.FOR,CA.LOAG,PLAND.LOAG,NP.LOAG,CWED.LOAG,TECI.LOAG,CA.HIAG,PLAND.HIAG,NP.HIAG,CWED.HIAG,TECI.HIAG,CA.WTR,PLAND.WTR,NP.WTR,CWED.WTR,TECI.WTR,POP_MIN,POP_MAX,POP_RANG,POP_MEAN,POP_STD,POP_SUM,MEAN_RI,AMP_MIN,AMP_MAX,AMP_RANG,AMP_MEAN,AMP_STD,AMP_SUM,P_AVL_TOT,P_AVL_HA,P_RET_TOT,P_RET_HA,P_EXP_TOT,P_EXP_HA,N_AVL_TOT,N_AVL_HA,N_RET_TOT,N_RET_HA,N_EXP_TOT,N_EXP_HA,P_VALUE,N_VALUE,GITTEST
SQ,SQ35Subwatershed24,24,SQ3524,7996.7211,8046.2923,773,9.6069,208710.581,25.9387,7.3689,6907.5215,58.6154,1.3211,773,9.6069,4.8466,14.7324,12.5923,82.9746,.6182,99.5705,.1415,100,.3176,95.9958,7479.1399,92.9514,54,3.3895,12.1926,374.7908,4.6579,369,3.2259,18.5479,134.5893,1.6727,260,2.2223,21.8257,8.2011,.1019,43,.2382,25.1905,49.5712,.6161,47,.5769,25.1275,0,16.678609848,16.678609848,.859811823013,1.0233914643,75923.1035957,7.88945481699755,0,76.7419586182,76.7419586182,5.81448872918,3.94326027246,513425.169275,9873.43116041,1.23468494610998,4135.97568488,.517208945161286,5737.45547553,.717476000948689,57607.6760817,7.20391212364528,24608.1977384,3.07728598142556,32999.4783433,4.12662614221972,22538552.3603,11214364.2348,0
SQ,SQ35Subwatershed25,25,SQ3525,11129.181,11153.7844,2805,25.1484,969806.8896,86.9487,24.3857,2405.0451,178.3684,1.3286,2805,25.1484,17.2369,18.6553,17.4211,50.3961,.2195,98.5796,.7844,100,.9128,86.9493,6963.1989,62.429,450,10.3516,15.2069,3105.214,27.84,888,13.0686,20.9745,980.944,8.7947,1209,9.67,22.901,79.8241,.7157,199,.9338,21.5368,24.6033,.2206,59,.2671,18.6894,0,3.54509282112,3.54509282112,.406323298458,.637323128885,49739.6602574,7.73105226892979,0,75.5481033325,75.5481033325,4.51613966335,3.24621726741,552789.043213,8346.74866867,.749987682711783,4219.03974656,.379097055440108,4127.70892212,.370890627272573,56397.913228,5.06757085072118,29185.3306531,2.62241495156742,27212.5825748,2.44515589914478,22991200.9845,13300239.6899,0
SQ,SQ35Subwatershed26,26,SQ3526,9366.7623,9381.6154,2190,23.3435,635942.408,67.786,18.0794,6425.1356,141.737,1.3197,2190,23.3435,12.4656,16.6888,15.335,67.0459,.1815,99.5221,.3151,100,.5678,89.6946,7807.8222,83.2247,127,9.1866,14.5385,1119.6339,11.9343,1008,9.0062,19.0773,422.175,4.5,911,5.9937,21.0768,17.1312,.1826,81,.3595,22.8975,14.8531,.1583,63,.2473,18.5652,0,3.36850690842,3.36850690842,.659058439866,.570043078757,67834.9080401,7.78220118225729,0,104.132637024,104.132637024,5.0498098955,3.53098170811,519903.177791,10970.8766579,1.1712560121121,4652.42003363,.496694576484555,6318.4566243,.674561435630752,63412.5933193,6.76995863547215,27722.3675613,2.95965315158046,35690.225758,3.8103054838917,25352860.0068,12633543.122,0
SQ,SQ35Subwatershed27,27,SQ3527,4699.3277,4727.8494,1443,30.5213,426537.5338,90.2181,17.3629,2009.5865,189.7453,1.3356,1443,30.5213,17.631,17.4385,16.2816,52.3724,.4353,98.8175,.5749,100,.8464,86.2955,3431.3449,72.5773,163,11.0429,14.6126,613.9898,12.9867,422,10.0035,21.3805,590.1155,12.4817,608,11.3213,20.5559,63.8775,1.3511,142,1.6012,20.8983,28.5216,.6033,108,.9883,21.2624,0,4.00658988953,4.00658988953,.473661790907,.619028404721,24573.1000504,7.98172143098016,0,54.0148391724,54.0148391724,4.99595929308,3.42693153042,259210.351962,5409.73765484,1.15117267834716,2658.24823528,.565665645168776,2751.48941956,.585507033178384,30436.486301,6.47677460352467,15236.3269435,3.24223546774574,15200.1593575,3.23453913577893,14485836.3787,6943447.12934,0
SQ,SQ35Subwatershed28,28,SQ3528,12489.2899,12515.5333,4234,33.83,1375394.88,109.895,32.1624,1416.6516,223.4562,1.3363,4234,33.83,22.5203,19.5626,18.7188,42.3367,.152,98.1236,.8868,100,1.0358,83.5281,6973.2225,55.7165,694,12.3407,15.547,3501.6011,27.978,1215,15.7338,22.7912,1844.0654,14.7342,1879,14.8433,22.4144,170.4009,1.3615,340,1.5135,21.1571,26.2436,.2097,106,.3286,19.6893,0,2.97247576714,2.97247576714,.363211837707,.545233255567,49874.0702829,7.73125796087692,0,29.6925144196,29.6925144196,4.14189385308,2.90042960391,568876.695038,13467.3750521,1.07831391215445,7063.02886901,.565526857456484,6404.34618306,.51278705469556,75187.9139777,6.02019126625446,40376.435775,3.23288482357992,34811.4782028,2.78730644268254,38489212.2477,18400212.0796,0
SQ,SQ35Subwatershed29,29,SQ3529,13861.3356,13897.8762,5513,39.6679,1635966.1463,117.7134,36.0416,1227.1232,239.0628,1.3448,5513,39.6679,26.1237,21.3367,21.081,33.8495,.1249,98.1841,.9117,100,1.2105,82.3559,5731.0275,41.2367,775,11.9168,16.2939,5067.7399,36.4641,1466,18.5853,24.786,2236.9897,16.0959,2468,16.2922,23.2542,825.5785,5.9403,639,4.6525,25.0174,36.5405,.2629,165,.5752,25.173,0,6.68794631958,6.68794631958,.383623260997,.719603713973,58510.2197672,7.80544179861836,0,50.8621482849,50.8621482849,3.02019727098,2.54850883698,460631.427178,12755.3574226,.920211283435054,7110.0476512,.512941022162395,5645.3097714,.407270261272658,72132.319638,5.20385060426645,41348.9932866,2.98304539185964,30783.3263514,2.2208052124068,38745436.0181,18843422.6833,0
SQ,SQ35Subwatershed3,3,SQ353,8958.0736,9150.7997,4093,44.7283,1152617.3146,125.9581,31.2973,1102.7355,255.6043,1.3227,4093,44.7283,29.4494,22.4954,21.9287,25.8944,.1655,97.3629,.8795,100,1.3693,81.2359,3966.5129,43.3461,494,11.8259,17.7296,1915.9618,20.9376,1021,18.16,28.1213,1666.7391,18.2141,1720,15.8485,21.3867,1408.8598,15.396,726,11.4836,26.0174,192.7261,2.1061,132,1.3084,21.5087,0,1.20568668842,1.20568668842,.202513125282,.277283703373,20331.5077258,7.80009152281973,0,24.4781494141,24.4781494141,2.89083730595,2.3787320412,290303.663938,11006.558329,1.22867469284914,5795.16463592,.646920855385694,5211.39369306,.581753837461215,56901.5367166,6.35198361359746,30074.6152082,3.35726368760801,26826.9215083,2.99471992597828,31580123.1765,13705501.4249,0
SQ,SQ35Subwatershed30,30,SQ3530,5768.1148,5836.184,2510,43.0076,696225.172,119.2946,24.1558,849.7285,244.1443,1.3437,2510,43.0076,24.5956,19.4138,18.6982,37.9828,.2788,98.0942,.8544,100,1.1063,82.1625,2866.6528,49.1186,391,12.6613,15.246,2038.2495,34.9244,734,17.9331,22.2995,757.0537,12.9717,1021,14.7985,22.9844,106.1588,1.819,241,2.3448,23.2955,68.0692,1.1663,123,1.0936,17.5606,0,2.75757312775,2.75757312775,.425098232084,.622645578827,27222.8656844,7.74004462652315,0,25.7761478424,25.7761478424,3.4198791869,2.5226132759,219033.002283,5552.39384074,.962601132824194,3033.69128452,.525941557980087,2518.70255623,.43665957484584,31827.5757677,5.51784714265742,18033.0806703,3.12633872514118,13794.4950974,2.39150841751624,16531772.6869,8217974.23208,0
SQ,SQ35Subwatershed31,31,SQ3531,4859.2495,4876.2895,828,16.9801,243787.4822,49.9945,10.4773,3799.4341,109.6709,1.3422,828,16.9801,8.5914,14.3047,13.6316,75.5064,.4802,99.4854,.2208,100,.4211,92.2511,4320.7098,88.6065,78,7.2685,13.2462,452.6102,9.2819,489,7.0073,17.2499,83.378,1.7099,220,2.4181,20.5801,2.5515,.0523,17,.1045,19.1818,17.0401,.3494,24,.3155,16.7632,0,3.8817858696,3.8817858696,.912059170849,.630458133576,48837.1203623,7.82717387218763,0,36.3563766479,36.3563766479,5.51078312107,3.46553418748,294898.537158,5368.84308164,1.10487084098892,2091.23998737,.430362751978469,3277.60309427,.674508089010453,32788.5360143,6.74765434750778,13209.4215814,2.71840776675493,19579.1144328,4.02924658073227,11395986.2302,6019752.70681,0
SQ,SQ35Subwatershed32,32,SQ3532,13204.8823,13207.8894,518,3.9219,144533.7376,10.943,5.1759,12555.8945,28.8842,1.3031,518,3.9219,1.8544,10.2861,9.6841,92.9822,.6634,99.8058,.0494,100,.1258,98.1112,12888.9573,97.5853,34,1.6833,9.7319,270.181,2.0456,279,1.4038,16.5826,42.828,.3243,157,.4885,18.6853,2.916,.0221,28,.0737,26.8667,3.0071,.0228,20,.0432,18.5392,0,7.95206594467,7.95206594467,1.24130415574,1.05633949404,179358.520071,7.96117255551235,0,88.1298828125,88.1298828125,6.56322216216,4.64217853629,951306.236294,13996.435411,1.05994397322269,5907.27240151,.447355172678063,8089.16300951,.612588800546144,88777.5415841,6.72308465665764,37790.1405932,2.86183093000382,50987.400991,3.86125372666139,32191042.3252,17221594.4297,0
SQ,SQ35Subwatershed33,33,SQ3533,4005.6048,4008.4297,901,22.4776,281611.3697,70.2548,12.8952,2207.0705,150.646,1.336,901,22.4776,13.3553,16.3721,15.1809,62.127,.53,99.0299,.4494,100,.6786,89.2681,3177.3838,79.2675,96,8.9963,13.6995,451.9723,11.2755,307,8.233,20.8713,353.9235,8.8295,420,8.4137,20.4174,22.3252,.557,57,.6864,19.3936,2.8248,.0705,21,.1612,20.5865,0,5.28007316589,5.28007316589,.851187150677,.942913153323,37437.7644482,7.91990166116513,0,33.8409881592,33.8409881592,5.30852504044,3.43904983617,233516.708004,4652.38147689,1.16146792037247,2205.38527234,.550574852601535,2446.99620454,.610893067768443,26713.1937426,6.66895389744889,12853.6753752,3.20892250159077,13859.5183674,3.46003139585812,12018008.6206,5857633.2548,0
SQ,SQ35Subwatershed34,34,SQ3534,10746.3713,10761.7713,1931,17.9431,602616.3332,55.996,16,7462.4654,117.1869,1.3321,1931,17.9431,10.1954,16.5096,15.295,69.3776,.2111,99.5246,.3066,100,.5478,91.5349,9077.8098,84.3524,148,7.6107,14.5624,1167.9293,10.8526,863,7.3204,18.9088,468.2834,4.3514,794,4.8274,20.5716,32.3488,.3006,81,.3696,20.9159,15.3999,.1431,45,.1613,16.5201,0,14.8248243332,14.8248243332,1.12817459763,1.27155082291,133256.598948,7.91827394033657,0,52.7553100586,52.7553100586,5.55081513758,3.62809740041,655556.818563,13006.662493,1.21033064370296,5722.39988941,.532496014669621,7284.26260356,.677834629030545,75081.8706671,6.98671845324198,33737.6566019,3.13944639172294,41344.2140652,3.84727206151904,31183599.5569,15374810.1988,0
SQ,SQ35Subwatershed35,35,SQ3535,7264.3619,7289.2386,2097,28.7684,658039.0446,90.2754,20.4629,2773.8951,185.0648,1.3336,2097,28.7684,18.206,18.9788,18.0001,48.7124,.2874,98.9908,.6195,100,.9388,86.5465,4725.5713,64.8294,253,10.4968,15.4253,1632.4767,22.3957,631,12.2427,22.0882,803.071,11.0172,904,11.2778,22.0044,103.2429,1.4164,207,1.6252,21.6107,24.8767,.3413,102,.5651,20.0662,0,3.03484582901,3.03484582901,.554688644285,.82418169664,44389.5134475,7.77132161408758,0,40.9269371033,40.9269371033,4.55820064353,3.23173281825,364624.144078,6834.01544953,.940759222021965,3500.50623613,.481873877474359,3333.5092134,.458885344547606,41553.9011006,5.72024104424093,21287.2671886,2.93036986340122,20266.633912,2.78987118083971,19075630.2991,9700961.05185,0
SQ,SQ35Subwatershed36,36,SQ3536,7507.935,7544.4754,1950,25.8467,568988.3917,75.4179,17.8438,4357.5198,156.4294,1.3278,1950,25.8467,14.4754,17.5997,16.3315,58.247,.2581,99.2792,.4224,100,.7532,88.6845,5836.3662,77.3595,162,9.5413,15.292,880.8905,11.676,720,8.7686,20.5698,683.1526,9.055,837,8.5527,20.1352,107.5257,1.4252,182,1.5045,21.4623,36.5405,.4843,49,.345,17.9625,0,4.54304552078,4.54304552078,.87566080665,.822594999659,72500.3364866,7.80093381322099,0,43.9362716675,43.9362716675,4.94192042598,3.43655035729,409161.359749,9463.8949408,1.26051902963997,4228.11044209,.563152243871317,5235.7844987,.697366785767325,52724.2133817,7.02246534922052,24136.1564688,3.21475298717956,28588.0569128,3.80771236202764,23040630.7592,10999247.1918,0
SQ,SQ35Subwatershed37,37,SQ3537,11878.1248,12336.1113,5025,40.7341,1687524.9649,136.7955,39.2011,104.231,276.5079,1.348,5025,40.7341,29.4553,20.8603,20.975,25.8774,.1545,94.5932,.9916,100,1.3526,79.5796,4268.7694,34.6038,899,12.7054,16.2114,3846.0477,31.1771,1185,19.5658,25.4383,3134.9203,25.4125,2090,21.226,22.3148,628.3874,5.0939,715,4.2296,20.8853,457.9865,3.7126,136,.9068,15.5054,0,1.94509840012,1.94509840012,.100086684699,.171103112431,13550.5360681,7.56788306511726,0,49.415561676,49.415561676,3.10985947589,2.58060431799,421006.556127,10321.9301323,.868986503012664,6644.60608039,.559398574461013,3677.32405191,.309587928551652,58620.9641094,4.93520358612498,37456.2348885,3.15337947017529,21164.7292209,1.78182411594968,36209062.4962,17069428.0568,0
SQ,SQ35Subwatershed4,4,SQ354,10083.9039,10119.4421,4757,47.0085,1427074.4453,141.023,36.8148,103.4632,285.7749,1.3304,4757,47.0085,35.6667,24.3459,25.7858,22.9797,.1506,94.2602,.9898,100,1.3912,78.912,2338.6835,23.1108,780,11.1645,18.6147,3134.738,30.9774,920,23.9991,31.4905,1994.1457,19.7061,2058,17.6675,21.349,2616.3367,25.8546,883,17.4435,27.155,35.5381,.3512,116,.676,26.0483,0,.95504117012,.95504117012,.0957779006395,.201885351891,10637.1894229,7.80264527615215,0,22.2779865265,22.2779865265,1.91085952524,1.7810618554,212204.771997,11214.2883647,1.11209790135941,6660.71035264,.660528939852352,4553.57801208,.451568961509044,56818.3584208,5.63455968881258,33674.5943012,3.3394402242568,23143.7641196,2.29511946455579,36296820.9868,15346071.6615,0
SQ,SQ35Subwatershed5,5,SQ355,10926.4313,10948.0276,3839,35.0657,1176585.5242,107.4701,29.3033,1620.5189,218.3537,1.3249,3839,35.0657,24.0804,21.4723,20.906,35.4322,.1627,98.2443,.852,100,1.2026,83.9757,5262.5618,48.0686,438,10.7426,16.8487,3317.4405,30.3017,958,16.7988,25.3476,1345.529,12.2901,1722,12.5085,21.903,1000.9,9.1423,657,7.5528,25.2649,21.5963,.1973,64,.2974,22.5628,0,5.68054246902,5.68054246902,.207684851536,.415328141818,24951.0503786,7.89182282049382,0,33.7706298828,33.7706298828,3.68259864092,2.86422241015,442445.813714,11129.5820749,1.01859260076069,6179.88298308,.565590247483641,4949.69909183,.453002353277964,62575.2027564,5.7269570492243,35088.1168471,3.21130622466825,27487.0859092,2.51565082454689,33676604.218,15990237.3518,0
SQ,SQ35Subwatershed6,6,SQ356,10329.755,10410.5815,4912,47.1828,1484972.463,142.6407,37.9557,119.9743,289.7642,1.3429,4912,47.1828,34.9207,23.4341,25.187,24.5069,.1629,94.4385,.9885,100,1.3536,78.6011,1712.9387,16.4538,980,9.1814,17.2425,4033.1242,38.7406,931,25.3676,29.7816,2881.5971,27.6795,1940,22.3294,22.6788,1702.095,16.3497,906,11.8101,24.6937,80.8265,.7764,155,.748,14.8088,0,.815577805042,.815577805042,.0512762266963,.145820870052,5856.92444193,7.8460623364776,0,15.9255857468,15.9255857468,1.60055879636,1.50422652927,182859.040808,8159.57970125,.789910283569165,5134.33491101,.497043241684822,3025.24479024,.292867041884343,45473.5561368,4.40219115911268,28884.2597604,2.79621924822031,16589.2963764,1.60597191089237,27979003.0319,13163036.686,0
SQ,SQ35Subwatershed7,7,SQ357,5675.8978,5684.3723,2658,46.7598,828382.3782,145.7298,28.633,160.9067,295.7186,1.3435,2658,46.7598,36.2547,23.8432,25.4514,28.9506,.3083,95.4483,.9717,100,1.249,78.2881,827.9477,14.5653,689,9.3395,16.5508,2427.8934,42.7117,496,27.8923,29.2837,1853.1777,32.6013,1087,27.1273,24.3181,566.879,9.9726,351,7.41,23.6821,8.4745,.1491,35,.3001,25.0088,0,.738984465599,.738984465599,.0479009217128,.147502700265,2988.05949645,7.80115685138783,0,14.1392869949,14.1392869949,1.20924947274,1.18396470457,75434.1913592,3757.29284408,.661973308272041,2589.08499131,.456154265376308,1168.20785277,.205819042895734,21239.9931071,3.74213804679499,14635.1380406,2.57847102895334,6604.85506643,1.16366701782932,14108938.7579,6669475.36585,0
SQ,SQ35Subwatershed8,8,SQ358,13571.1075,13607.1923,5416,39.8025,1688098.5115,124.0593,37.5006,405.3171,251.3797,1.3257,5416,39.8025,27.6826,21.5235,21.8042,32.0453,.1332,96.6971,.9702,100,1.2346,81.4299,4625.7,33.9945,1097,11.5306,16.6741,5622.2261,41.318,984,19.8669,25.1937,2424.3396,17.8166,2372,17.8902,23.1176,898.8418,6.6056,834,5.3815,22.3785,36.0849,.2652,129,.4286,22.1548,0,1.36473321915,1.36473321915,.06090836371,.119638402481,9095.20231936,7.75962707688053,0,75.4140548706,75.4140548706,2.75929498137,2.33226815096,412037.241684,9946.25810184,.732899514784626,5767.23704631,.424964362437627,4179.02105553,.307935152346999,59858.469962,4.41072845101256,35452.3207747,2.61233807002855,24406.1491872,1.79839038097664,31427934.7961,16156211.1278,0
SQ,SQ35Subwatershed9,9,SQ359,5153.8516,5166.0621,1931,37.3786,571041.0848,110.537,21.6174,205.4799,228.4249,1.3183,1931,37.3786,23.2786,19.3175,19.6577,41.0691,.3681,96.1318,.9602,100,1.065,83.3711,1908.034,36.934,440,11.191,15.2581,2485.3923,48.11,380,17.9767,22.0379,682.0591,13.2027,785,14.2226,23.5581,78.3662,1.5169,279,2.2646,20.1849,12.2105,.2364,47,.3561,18.5823,0,1.83613836765,1.83613836765,.102089071199,.249606862295,5788.14406978,7.5620354446305,0,35.4418907166,35.4418907166,3.19762243027,2.56964205718,181282.808439,2856.33491728,.554213652034529,1578.99292289,.306371437410033,1277.34199438,.247842214622555,20435.9719362,3.96518439456037,11715.0524491,2.27306747619586,8720.91948712,1.69211691836839,8604551.23063,5338743.88489,0
SQ,SQ39Subwatershed1,1,SQ391,12946.7295,13007.7822,5290,40.668,1494692.5682,114.9076,34.4722,1817.5783,234.4565,1.3261,5290,40.668,26.7553,22.1196,21.2813,33.486,.1182,97.8527,.8603,100,1.2222,82.7214,6794.5294,52.2343,567,11.7042,17.3149,2810.2474,21.6044,1405,16.8756,27.3832,1768.8885,13.5987,2221,13.6968,21.2611,1573.0642,12.0933,939,10.1633,26.8023,61.0527,.4694,158,.7702,26.6348,0,5.6660618782,5.6660618782,.3466536608,.566959278832,49491.3964987,7.9735927984471,0,30.6827335358,30.6827335358,3.54888706213,2.84435929384,506600.079232,16465.094219,1.27175702705459,8663.45375126,.669161563255029,7801.64046773,.602595463798792,85744.406781,6.6228623051868,45792.5695236,3.5369990176747,39951.8372574,3.08586328751211,47210554.6239,20868434.1432,0
SQ,SQ39Subwatershed10,10,SQ3910,10455.2319,10464.5266,5338,51.0104,1591803.0598,152.1142,40.2493,117.7141,307.4535,1.3467,5338,51.0104,36.8889,23.4305,25.0722,25.9736,.1559,94.227,.9888,100,1.3009,77.2428,1389.9972,13.2829,1211,9.4575,17.6304,4015.1728,38.3694,900,26.5681,30.122,3363.6401,32.1433,2223,26.6378,22.9389,1686.4218,16.1156,946,10.4536,21.5014,9.2946,.0888,58,.214,24.7333,0,.812767505646,.812767505646,.0567423700468,.168649498552,6516.6342304,7.72772415009249,0,18.3484210968,18.3484210968,1.20695724678,1.33339835099,138605.763263,8736.56282047,.835616359735646,5976.13881192,.571593138160809,2760.42400856,.264023221575793,44009.3578925,4.20931437135316,30019.5058496,2.87124246852908,13989.852043,1.33807190283364,32566322.3837,13680387.1752,0
SQ,SQ39Subwatershed11,11,SQ3911,9595.8466,9641.9551,4133,42.8648,1300441.3983,134.8732,34.4616,278.6628,273.7538,1.3278,4133,42.8648,29.2673,20.8346,20.7985,30.3822,.1839,95.7367,.9711,100,1.2416,79.8122,3826.365,39.6845,824,13.4991,16.3139,3115.511,32.312,977,19.7098,24.5727,2180.3109,22.6127,1690,20.1001,22.675,473.6597,4.9125,532,4.2546,22.1983,46.1085,.4782,110,.6482,21.7023,0,.502855360508,.502855360508,.0655192826564,.104973379448,6934.03672209,7.75160028161802,0,27.9744167328,27.9744167328,3.2315673376,2.32924996992,341938.603126,8448.21690828,.880403497517353,4880.2691028,.508581400498837,3567.94780548,.371822097018516,49240.3467099,5.13142287100546,28758.3522917,2.99695831858129,20481.9944182,2.13446455242417,26594498.8768,13105658.5623,0
SQ,SQ39Subwatershed12,12,SQ3912,8133.953,8158.1008,2657,32.5689,811236.3542,99.4394,24.1928,3053.3428,205.3097,1.3301,2657,32.5689,19.78,18.4441,17.4359,48.0173,.2203,99.0008,.6257,100,.9262,84.9837,5467.3162,67.017,359,12.2898,15.2441,1401.2965,17.1767,821,12.1224,22.1991,1143.7816,14.0202,1208,12.8171,21.0367,121.5587,1.49,183,1.6508,23.8328,24.1477,.296,86,.4227,18.9784,0,2.33106899261,2.33106899261,.386340257656,.48687209903,34590.2022887,7.88972249889159,0,36.7661857605,36.7661857605,4.65151252475,3.17521733837,416440.613316,8808.28574321,1.0829034472181,4551.65738159,.55958737179696,4256.62836162,.523316075421139,50201.2892201,6.17181943639212,26350.7685098,3.23960176679162,23850.5207103,2.9322176696005,24803764.8278,12008482.6641,0
SQ,SQ39Subwatershed13,13,SQ3913,3547.6185,3568.0301,1468,41.1432,454309.2629,127.3278,20.471,190.7096,261.593,1.3319,1468,41.1432,26.7686,19.5153,19.5974,36.2113,.4606,96.2799,.9466,100,1.1323,81.008,1463.625,41.0205,308,12.7355,15.0412,1458.2487,40.8699,325,20.4804,22.9326,547.2875,15.3386,661,16.9717,23.2881,78.4573,2.1989,145,2.3907,20.0411,20.4117,.5721,29,.4423,15.747,0,.605076849461,.605076849461,.078559241952,.12262610235,3075.90855939,7.48731012569164,0,32.2880477905,32.2880477905,3.02027933643,2.38761620414,118262.057697,2262.67505836,.637801121614401,1289.8619147,.363585293824576,972.813143661652,.274215827790291,14978.448022,4.22211351699739,8755.88800618,2.46810304044248,6222.56001585,1.75401047656336,7028963.05903,3990203.52259,0
SQ,SQ39Subwatershed14,14,SQ3914,14407.5295,14422.0183,5988,41.5198,1899344.7721,131.6976,40.782,156.1552,266.359,1.3369,5988,41.5198,30.9499,22.775,23.7177,27.3051,.1326,95.0387,.9892,100,1.3262,80.2968,3270.4208,22.6766,1277,9.4341,17.2943,5342.5682,37.0445,1055,21.7025,28.8369,4001.1398,27.7433,2413,21.6399,22.551,1793.4007,12.4352,1173,8.6151,21.7156,14.4886,.1005,70,.2344,25.5731,0,.633308708668,.633308708668,.0429140563002,.10560321789,6791.96477658,7.81326468857078,0,19.2082271576,19.2082271576,1.53357732359,1.56111944694,242717.749427,11022.973797,.765084242721835,6810.45414188,.472701037459614,4212.51965511,.292383205261527,60683.4177785,4.21192389566164,37985.8418739,2.63652709327439,22697.5759046,1.57539680238725,37112833.5777,17310778.7522,0
SQ,SQ39Subwatershed15,15,SQ3915,11878.3981,11983.7368,2988,24.9338,877164.0239,73.1962,22.0372,5548.8176,152.8561,1.341,2988,24.9338,14.4939,17.982,16.377,54.9614,.229,99.1037,.537,100,.8454,88.8725,8710.9468,72.6897,472,8.402,14.6216,1900.9264,15.8626,908,9.9091,21.7745,1092.2969,9.1148,1253,8.7161,21.4093,174.228,1.4539,315,1.4741,20.0404,105.3387,.879,40,.3074,16.9003,0,2.18601870537,2.18601870537,.515009755689,.562404927267,67717.6027561,7.81766943431858,0,45.6898536682,45.6898536682,5.04289884887,3.64119343528,663196.670514,11812.6875558,.994468063484082,5545.78395121,.466879785011583,6266.90360457,.527588278470815,72207.02835,6.07885236225582,34778.2776687,2.92785924296476,37428.7506813,3.15099311929106,30221150.0953,15849038.4945,0
SQ,SQ39Subwatershed16,16,SQ3916,15853.021,15904.4147,5917,37.2035,1961529.2958,123.3324,40.3182,237.2343,249.7357,1.3266,5917,37.2035,26.7929,20.9404,21.0087,34.1217,.1221,96.0164,.9851,100,1.1899,81.5174,6024.6273,37.8802,1104,11.9284,16.222,6021.7114,37.8619,1277,18.8194,24.7809,3301.4939,20.7583,2515,18.7965,22.8186,505.1884,3.1764,914,3.4003,21.0914,51.3936,.3231,107,.3438,19.4774,0,.351879298687,.351879298687,.0500669514969,.0810372055548,8737.83457609,7.56224070969466,0,59.5171394348,59.5171394348,2.9278505474,2.5032773091,511018.250992,11625.8381636,.733351590438188,7015.61428025,.44254115857476,4610.22388331,.290810431860905,70867.0286677,4.4702538820645,43134.6951959,2.72091326920591,27732.3334718,1.74934061285858,38230831.5722,19657196.6881,0
SQ,SQ39Subwatershed17,17,SQ3917,12891.6909,13024.4578,3995,30.6731,1235238.2084,94.8399,28.9267,3896.4834,195.0939,1.3369,3995,30.6731,18.9909,18.7096,17.4173,48.7561,.1567,98.9094,.7008,100,.9282,85.6573,8479.7666,65.1065,604,10.8912,15.0076,2969.7134,22.8011,1241,13.6622,21.707,1372.9571,10.5414,1745,11.7292,22.5182,69.2538,.5317,321,.9756,21.1518,132.7669,1.0194,84,.4809,16.6777,0,2.48021101952,2.48021101952,.34347925551,.472436755535,49091.7725938,7.74845907418115,0,48.1509971619,48.1509971619,4.34130607839,3.04562001344,620511.560396,13294.3583831,1.03123465232167,6455.5334656,.500751493010122,6838.82491748,.530483159310002,77473.5575727,6.00957300121895,38853.7801676,3.01386222094419,38619.7774051,2.99571078027476,35178731.7223,17706312.6415,0
SQ,SQ39Subwatershed18,18,SQ3918,6772.9332,6785.2348,2804,41.325,927183.3229,136.6472,29.4185,71.6042,277.2895,1.345,2804,41.325,30.2131,21.1399,22.6206,27.0693,.2868,94.0317,.9894,100,1.3204,79.6507,1571.424,23.1595,526,10.3219,16.5605,2191.3369,32.2957,486,19.2061,28.9076,2287.1988,33.7085,1070,22.6783,21.1253,722.9735,10.6551,677,7.4793,18.805,12.3017,.1813,45,.3202,22.9236,0,.382262825966,.382262825966,.0492039907928,.094591376047,3662.94189058,7.55510081115716,0,55.9998931885,55.9998931885,2.20839520741,1.92311710214,164441.523934,5974.12468838,.88205870513827,4013.85631696,.592631906802211,1960.26837142,.289426798336059,32559.2752713,4.80726360497694,21731.603587,3.20859558854058,10827.6716843,1.59866801643636,21873076.067,9903452.52511,0
SQ,SQ39Subwatershed19,19,SQ3919,12354.2448,12400.0799,4611,37.1852,1474980.6779,118.9493,34.395,1463.2632,241.555,1.3409,4611,37.1852,24.8917,20.1411,19.8844,34.1666,.158,98.1034,.882,100,1.2012,82.1914,5754.0818,46.4036,766,11.902,15.8624,3595.8227,28.9984,1120,16.4812,24.6421,2398.6427,19.3438,1986,16.8346,21.5619,605.6976,4.8846,663,4.0124,20.4645,45.8351,.3696,76,.3803,19.4316,0,1.68246972561,1.68246972561,.203369145914,.277867448772,27673.2531611,7.56430946278913,0,28.6430053711,28.6430053711,3.49997301632,2.74295964772,476276.328061,11505.9022763,.931331899486078,6742.3679528,.545753144927159,4763.53432349,.385578754558109,65964.188001,5.33939460233134,38760.3580877,3.13741217817701,27203.8299134,2.20198242416242,36741805.251,17663738.6487,0
